1	1.1821	1.1838	0.7768	0.7869
2	1.1249	1.1335	0.7702	0.7754
3	1.1027	1.1109	0.758	0.7633
4	1.0825	1.0912	0.7517	0.7561
5	1.0683	1.0762	0.7471	0.7523
6	1.0585	1.0649	0.7406	0.7479
7	1.0501	1.0564	0.7354	0.743
8	1.0399	1.0466	0.7341	0.741
9	1.0332	1.0399	0.7311	0.7379
10	1.0281	1.0347	0.7278	0.735
11	1.024	1.0307	0.7243	0.7312
12	1.0197	1.0266	0.7216	0.7281
13	1.016	1.0224	0.7171	0.7248
14	1.0118	1.0184	0.7151	0.7225
15	1.0085	1.0152	0.7112	0.7183
16	1.0057	1.0123	0.7092	0.7167
17	1.003	1.0096	0.7087	0.7161
18	1.001	1.0072	0.7059	0.7147
19	0.9979	1.0041	0.7051	0.7142
20	0.996	1.0024	0.704	0.7123
