1	0.9027	0.9466	0.7631	0.7785
2	0.8419	0.885	0.7562	0.7678
3	0.8415	0.876	0.7471	0.7582
4	0.8367	0.8683	0.7405	0.7507
5	0.8343	0.8635	0.7339	0.7437
6	0.8354	0.8623	0.7264	0.7365
7	0.8333	0.8594	0.721	0.7307
8	0.829	0.8553	0.7177	0.7262
9	0.825	0.8503	0.7159	0.7244
10	0.8218	0.8473	0.7137	0.7212
11	0.8191	0.8433	0.7114	0.7195
12	0.818	0.8415	0.7074	0.7156
13	0.8154	0.8386	0.7065	0.7145
14	0.8129	0.8358	0.7046	0.7123
15	0.8124	0.8348	0.7007	0.7084
16	0.8105	0.8327	0.6999	0.7075
17	0.8092	0.8307	0.6979	0.7062
18	0.8078	0.8287	0.6963	0.7053
19	0.8051	0.826	0.6978	0.7065
20	0.8049	0.8252	0.695	0.7044
