1	1.1788	1.1027	0.7797	0.7875
2	0.9652	0.9512	0.7733	0.7814
3	0.8916	0.8925	0.7655	0.7733
4	0.8842	0.8852	0.7561	0.7645
5	0.8767	0.8777	0.7492	0.7581
6	0.8692	0.8728	0.7443	0.7525
7	0.8629	0.8665	0.7405	0.749
8	0.8594	0.8632	0.7351	0.7437
9	0.8542	0.8588	0.7311	0.7395
10	0.85	0.8535	0.7282	0.7377
11	0.8474	0.8509	0.7251	0.7349
12	0.8442	0.8478	0.7218	0.7319
13	0.8431	0.8466	0.7184	0.7287
14	0.8413	0.845	0.7153	0.7257
15	0.8385	0.8429	0.7127	0.7226
16	0.8356	0.841	0.7119	0.7206
17	0.8354	0.8406	0.708	0.717
18	0.8327	0.8382	0.7072	0.7158
19	0.8302	0.8357	0.707	0.7158
20	0.8283	0.8331	0.7059	0.7161
