1	1.0629	1.0775	0.7792	0.7797
2	1.0276	1.0447	0.7704	0.7667
3	1.0112	1.029	0.7619	0.7554
4	0.997	1.0138	0.7568	0.7494
5	0.9862	1.0024	0.7543	0.7457
6	0.9791	0.9947	0.7494	0.7401
7	0.9731	0.9883	0.7457	0.7354
8	0.9664	0.9809	0.7434	0.7329
9	0.9612	0.9756	0.7419	0.73
10	0.9577	0.9715	0.739	0.7273
11	0.9549	0.9685	0.736	0.7237
12	0.9519	0.9653	0.7335	0.7205
13	0.9493	0.9621	0.7302	0.7175
14	0.9462	0.9588	0.7286	0.7153
15	0.9441	0.9563	0.7249	0.7115
16	0.9423	0.9543	0.7223	0.7087
17	0.9401	0.9521	0.7227	0.7085
18	0.9388	0.9506	0.7197	0.7054
19	0.9367	0.9479	0.7188	0.7054
20	0.9354	0.9465	0.7173	0.7036
