1	0.5448	0.5755	0.5806	0.5793
2	0.554	0.5801	0.6032	0.5952
3	0.551	0.5748	0.5949	0.5781
4	0.559	0.5823	0.5642	0.5629
5	0.553	0.5773	0.5775	0.5645
6	0.5678	0.5879	0.5736	0.5392
7	0.5621	0.5852	0.5429	0.5459
8	0.556	0.5798	0.5382	0.5262
9	0.5582	0.5805	0.538	0.52
10	0.5538	0.5786	0.5343	0.5336
11	0.5579	0.581	0.5242	0.4933
12	0.5642	0.5847	0.487	0.4971
13	0.5594	0.5816	0.4531	0.4882
14	0.5678	0.5893	0.4745	0.4742
15	0.5659	0.5894	0.3953	0.3931
16	0.5549	0.5781	0.43	0.4494
17	0.5594	0.5799	0.3895	0.4523
18	0.5662	0.5887	0.4385	0.4138
19	0.5644	0.5839	0.3995	0.4454
20	0.564	0.5848	0.4216	0.3854
