1	0.9091	0.9484	0.7764	0.7808
2	0.8497	0.8828	0.7701	0.771
3	0.8637	0.8798	0.757	0.76
4	0.863	0.8742	0.7473	0.7513
5	0.8618	0.8704	0.7384	0.7433
6	0.8617	0.8692	0.7302	0.7356
7	0.8572	0.8648	0.7253	0.7304
8	0.8528	0.8596	0.7208	0.7265
9	0.8494	0.8558	0.7172	0.7234
10	0.8467	0.8528	0.7134	0.7199
11	0.8434	0.8486	0.7105	0.718
12	0.8414	0.8459	0.7064	0.7149
13	0.8387	0.8431	0.7046	0.7135
14	0.8352	0.8398	0.7029	0.7118
15	0.8343	0.8386	0.6986	0.708
16	0.832	0.8363	0.6977	0.7073
17	0.8305	0.8348	0.695	0.7051
18	0.8283	0.8324	0.6941	0.7047
19	0.8255	0.8295	0.6951	0.7059
20	0.8243	0.8281	0.6934	0.7051
