1	1.1788	1.1029	0.7797	0.7929
2	0.9652	0.9721	0.7733	0.7858
3	0.8916	0.9098	0.7655	0.7766
4	0.8842	0.8963	0.7561	0.7682
5	0.8767	0.887	0.7492	0.762
6	0.8692	0.8807	0.7443	0.7568
7	0.8629	0.8741	0.7405	0.7531
8	0.8594	0.8705	0.7351	0.7479
9	0.8542	0.866	0.7311	0.7435
10	0.85	0.8613	0.7282	0.741
11	0.8474	0.8585	0.7251	0.7382
12	0.8442	0.855	0.7218	0.7353
13	0.8431	0.8536	0.7184	0.7324
14	0.8413	0.8522	0.7153	0.729
15	0.8385	0.8498	0.7127	0.726
16	0.8356	0.8476	0.7119	0.7242
17	0.8354	0.8471	0.708	0.7207
18	0.8327	0.8449	0.7072	0.7192
19	0.8302	0.8423	0.707	0.7192
20	0.8283	0.8398	0.7059	0.7191
