1	0.9106	0.9398	0.7631	0.7717
2	0.8407	0.8762	0.7569	0.7615
3	0.8389	0.8688	0.7486	0.7517
4	0.8348	0.8616	0.742	0.744
5	0.8314	0.8569	0.7362	0.7369
6	0.8322	0.8555	0.7293	0.7298
7	0.8308	0.8522	0.7238	0.7243
8	0.8275	0.8483	0.7198	0.7196
9	0.8241	0.8437	0.7176	0.7176
10	0.8217	0.8406	0.7148	0.7144
11	0.8186	0.8366	0.713	0.7127
12	0.8174	0.8349	0.7092	0.7086
13	0.8153	0.8322	0.7077	0.7073
14	0.8132	0.8293	0.7052	0.7052
15	0.8125	0.8281	0.7017	0.7015
16	0.8111	0.8261	0.7	0.7004
17	0.8099	0.8242	0.6978	0.6991
18	0.8085	0.8219	0.6962	0.6987
19	0.8058	0.8191	0.6977	0.7
20	0.8057	0.8185	0.6944	0.6977
