1	0.9687	0.9738	0.7722	0.7736
2	0.9127	0.9054	0.7698	0.7714
3	0.8799	0.8737	0.7646	0.7666
4	0.8804	0.8838	0.754	0.7551
5	0.8602	0.8612	0.7493	0.7509
6	0.8568	0.8563	0.7433	0.7454
7	0.8443	0.8448	0.7415	0.7433
8	0.8421	0.8424	0.7362	0.7383
9	0.8359	0.8361	0.7341	0.7363
10	0.8332	0.8326	0.7301	0.7329
11	0.833	0.8325	0.725	0.728
12	0.8307	0.8294	0.7217	0.7255
13	0.8294	0.8285	0.7184	0.7221
14	0.826	0.8245	0.7165	0.721
15	0.8248	0.8233	0.7132	0.718
16	0.8234	0.8213	0.7103	0.7159
17	0.8188	0.8178	0.7118	0.7164
18	0.8172	0.8157	0.7094	0.715
19	0.8141	0.8139	0.7092	0.7131
20	0.813	0.8133	0.707	0.7104
