1	1.0629	1.0827	0.7792	0.7871
2	1.0276	1.0509	0.7704	0.7736
3	1.0112	1.0353	0.7619	0.7621
4	0.997	1.02	0.7568	0.7564
5	0.9862	1.0085	0.7543	0.7529
6	0.9791	1.0008	0.7494	0.7475
7	0.9731	0.9944	0.7457	0.7428
8	0.9664	0.9871	0.7434	0.7401
9	0.9612	0.9818	0.7419	0.7374
10	0.9577	0.9777	0.739	0.7348
11	0.9549	0.9747	0.736	0.7311
12	0.9519	0.9716	0.7335	0.7278
13	0.9493	0.9684	0.7302	0.7246
14	0.9462	0.9653	0.7286	0.7221
15	0.9441	0.9629	0.7249	0.7181
16	0.9423	0.9608	0.7223	0.7158
17	0.9401	0.9585	0.7227	0.7155
18	0.9388	0.9569	0.7197	0.7127
19	0.9367	0.9542	0.7188	0.7129
20	0.9354	0.9528	0.7173	0.7112
