1	0.0677	-0.3347
2	-0.3734	0.1688
3	-0.2993	0.1055
4	-0.3233	0.1862
5	-0.234	0.0669
6	-0.0945	-0.2025
7	-0.0857	-0.2584
8	-0.1154	-0.2043
9	-0.1065	-0.2052
10	-0.0973	-0.2611
11	-0.1074	-0.2485
12	-0.1079	-0.2356
13	-0.0689	-0.3905
14	-0.0791	-0.3636
15	-0.0892	-0.3515
16	-0.0795	-0.3948
17	-0.0798	-0.3951
18	-0.04	-0.5667
19	-0.0501	-0.6098
20	-0.0602	-0.5256
