1	1.1821	1.1813	0.7768	0.7794
2	1.1249	1.1291	0.7702	0.7689
3	1.1027	1.106	0.758	0.7572
4	1.0825	1.086	0.7517	0.7503
5	1.0683	1.0708	0.7471	0.7466
6	1.0585	1.0595	0.7406	0.7421
7	1.0501	1.051	0.7354	0.7373
8	1.0399	1.0411	0.7341	0.7356
9	1.0332	1.0343	0.7311	0.7326
10	1.0281	1.0291	0.7278	0.7297
11	1.024	1.0251	0.7243	0.7261
12	1.0197	1.0208	0.7216	0.7233
13	1.016	1.0167	0.7171	0.7199
14	1.0118	1.0126	0.7151	0.7177
15	1.0085	1.0094	0.7112	0.7137
16	1.0057	1.0065	0.7092	0.712
17	1.003	1.0038	0.7087	0.7115
18	1.001	1.0014	0.7059	0.7099
19	0.9979	0.9984	0.7051	0.7094
20	0.996	0.9966	0.704	0.7077
