1	0.9048	0.9364	0.7644	0.7728
2	0.8404	0.8728	0.7581	0.7632
3	0.8421	0.8654	0.7487	0.7539
4	0.8371	0.8582	0.7422	0.7468
5	0.8356	0.8544	0.7352	0.7397
6	0.8352	0.8529	0.7287	0.733
7	0.8338	0.8505	0.723	0.7272
8	0.83	0.8462	0.7193	0.7231
9	0.8262	0.8417	0.7173	0.7212
10	0.8233	0.8388	0.7149	0.7181
11	0.8209	0.8351	0.7121	0.7164
12	0.8198	0.8333	0.708	0.7128
13	0.817	0.8304	0.7074	0.7119
14	0.8148	0.8277	0.705	0.7097
15	0.814	0.8271	0.7015	0.7055
16	0.8125	0.825	0.7	0.7047
17	0.8113	0.8233	0.6978	0.7031
18	0.8099	0.8214	0.6962	0.7023
19	0.8072	0.8185	0.6976	0.7039
20	0.807	0.8176	0.6946	0.7022
