1	1.0629	1.0714	0.7792	0.7831
2	1.0276	1.0386	0.7704	0.7715
3	1.0112	1.0225	0.7619	0.7616
4	0.997	1.0078	0.7568	0.7562
5	0.9862	0.9972	0.7543	0.7523
6	0.9791	0.9901	0.7494	0.7466
7	0.9731	0.9841	0.7457	0.742
8	0.9664	0.9769	0.7434	0.7397
9	0.9612	0.9717	0.7419	0.7375
10	0.9577	0.9675	0.739	0.7353
11	0.9549	0.9645	0.736	0.7322
12	0.9519	0.9612	0.7335	0.7301
13	0.9493	0.9582	0.7302	0.7268
14	0.9462	0.955	0.7286	0.7252
15	0.9441	0.9528	0.7249	0.7213
16	0.9423	0.9507	0.7223	0.7193
17	0.9401	0.9487	0.7227	0.7186
18	0.9388	0.9473	0.7197	0.7155
19	0.9367	0.9448	0.7188	0.7155
20	0.9354	0.9433	0.7173	0.7147
