1	1.0877	1.0995	0.7801	0.7811
2	1.0337	1.0172	0.7764	0.7777
3	0.9332	0.9032	0.7702	0.7734
4	0.9171	0.89	0.7577	0.7635
5	0.9043	0.8771	0.7487	0.7571
6	0.8799	0.8646	0.7472	0.7537
7	0.8711	0.8571	0.7425	0.7499
8	0.8593	0.85	0.7396	0.746
9	0.8554	0.8463	0.7356	0.7428
10	0.8548	0.8454	0.7291	0.7374
11	0.8496	0.8398	0.7267	0.7363
12	0.8453	0.8357	0.7246	0.7349
13	0.8432	0.8351	0.7218	0.7314
14	0.8419	0.8339	0.717	0.7274
15	0.8438	0.8357	0.7091	0.7205
16	0.8427	0.8347	0.7049	0.717
17	0.8398	0.8325	0.7035	0.7153
18	0.8353	0.8287	0.7045	0.7162
19	0.833	0.8266	0.704	0.7159
20	0.8334	0.8267	0.6995	0.7125
