1	1.0877	1.0839	0.7801	0.7752
2	1.0337	1.0085	0.7764	0.7719
3	0.9332	0.8993	0.7702	0.7674
4	0.9171	0.8856	0.7577	0.7573
5	0.9043	0.8729	0.7487	0.7507
6	0.8799	0.8584	0.7472	0.7479
7	0.8711	0.8511	0.7425	0.744
8	0.8593	0.8435	0.7396	0.7404
9	0.8554	0.84	0.7356	0.7371
10	0.8548	0.8391	0.7291	0.7318
11	0.8496	0.8338	0.7267	0.7305
12	0.8453	0.8297	0.7246	0.7291
13	0.8432	0.829	0.7218	0.7257
14	0.8419	0.8278	0.717	0.7217
15	0.8438	0.8297	0.7091	0.7147
16	0.8427	0.8289	0.7049	0.711
17	0.8398	0.8267	0.7035	0.7094
18	0.8353	0.8228	0.7045	0.7103
19	0.833	0.8207	0.704	0.71
20	0.8334	0.8208	0.6995	0.7064
